timestamp,event,seq,retries,rtt_ms,note
1780678516.756404,SUCCESS,0,0,0.0,
1780678516.756404,SUCCESS,1,0,0.0,
1780678516.756404,SUCCESS,2,0,0.0,
1780678516.756404,SUCCESS,3,0,0.0,
1780678516.756404,SUCCESS,4,0,0.0,
1780678516.7647712,SUCCESS,5,0,0.0,
1780678516.7647712,SUCCESS,6,0,0.0,
1780678516.7647712,SUCCESS,7,0,0.76,
1780678516.765531,SUCCESS,8,0,0.0,
1780678516.765531,SUCCESS,9,0,0.0,
1780678516.765531,SUCCESS,10,0,0.0,
1780678516.765531,SUCCESS,11,0,0.0,
1780678516.765531,SUCCESS,12,0,0.0,
1780678516.765531,SUCCESS,13,0,0.0,
1780678516.765531,SUCCESS,14,0,0.0,
1780678516.765531,SUCCESS,15,0,0.0,
1780678516.765531,SUCCESS,16,0,0.0,
1780678516.765531,SUCCESS,17,0,0.0,
1780678516.765531,SUCCESS,18,0,0.0,
1780678516.765531,SUCCESS,19,0,0.0,
1780678516.765531,SUCCESS,20,0,0.0,
1780678516.765531,SUCCESS,21,0,0.0,
1780678516.765531,SUCCESS,22,0,4.238,
1780678516.7697687,SUCCESS,23,0,0.0,
1780678516.7697687,SUCCESS,24,0,0.0,
1780678516.7697687,SUCCESS,25,0,0.0,
1780678516.7697687,SUCCESS,26,0,0.0,
1780678516.7697687,SUCCESS,27,0,0.0,
1780678516.7697687,SUCCESS,28,0,0.0,
1780678516.7697687,SUCCESS,29,0,0.0,
1780678516.7717767,SUCCESS,30,0,0.0,
1780678516.7717767,SUCCESS,31,0,1.01,
1780678516.772787,SUCCESS,32,0,0.0,
1780678516.772787,SUCCESS,33,0,0.0,
1780678516.772787,SUCCESS,34,0,0.0,
1780678516.772787,SUCCESS,35,0,0.0,
1780678516.772787,SUCCESS,36,0,0.0,
1780678516.772787,SUCCESS,37,0,0.0,
1780678516.772787,SUCCESS,38,0,0.0,
1780678516.772787,SUCCESS,39,0,0.0,
1780678516.772787,SUCCESS,40,0,0.0,
1780678516.772787,SUCCESS,41,0,0.0,
1780678516.772787,SUCCESS,42,0,0.0,
1780678516.772787,SUCCESS,43,0,0.0,
1780678516.772787,SUCCESS,44,0,0.0,
1780678516.772787,SUCCESS,45,0,0.0,
1780678516.772787,SUCCESS,46,0,0.0,
1780678516.772787,SUCCESS,47,0,0.0,
1780678516.772787,SUCCESS,48,0,0.0,
1780678516.772787,SUCCESS,49,0,0.0,
1780678516.772787,SUCCESS,50,0,0.0,
1780678516.772787,SUCCESS,51,0,0.0,
1780678516.772787,SUCCESS,52,0,0.0,
1780678516.772787,SUCCESS,53,0,0.0,
1780678516.772787,SUCCESS,54,0,0.0,
1780678516.7811453,SUCCESS,55,0,0.0,
1780678516.7811453,SUCCESS,56,0,0.0,
1780678516.7811453,SUCCESS,57,0,0.939,
1780678516.782084,SUCCESS,58,0,0.0,
1780678516.7828486,SUCCESS,59,0,0.0,
1780678516.7828486,SUCCESS,60,0,0.0,
1780678516.7828486,SUCCESS,61,0,0.0,
1780678516.7828486,SUCCESS,62,0,0.0,
1780678516.7828486,SUCCESS,63,0,0.0,
1780678516.7828486,SUCCESS,64,0,0.0,
1780678516.7853346,SUCCESS,65,0,0.0,
1780678516.7853346,SUCCESS,66,0,0.0,
1780678516.7853346,SUCCESS,67,0,0.0,
1780678516.7853346,SUCCESS,68,0,2.012,
1780678516.7873461,SUCCESS,69,0,0.0,
1780678516.7873461,SUCCESS,70,0,0.0,
1780678516.7873461,SUCCESS,71,0,0.0,
1780678516.7873461,SUCCESS,72,0,0.0,
1780678516.7873461,SUCCESS,73,0,0.0,
1780678516.7873461,SUCCESS,74,0,2.01,
1780678516.7893565,SUCCESS,75,0,0.0,
1780678516.7893565,SUCCESS,76,0,0.0,
1780678516.7893565,SUCCESS,77,0,0.0,
1780678516.7893565,SUCCESS,78,0,0.0,
1780678516.7893565,SUCCESS,79,0,0.0,
1780678516.7913682,SUCCESS,80,0,0.0,
1780678516.7913682,SUCCESS,81,0,0.0,
1780678516.7913682,SUCCESS,82,0,0.0,
1780678516.7913682,SUCCESS,83,0,0.0,
1780678516.793382,SUCCESS,84,0,0.0,
1780678516.793382,SUCCESS,85,0,0.0,
1780678516.793382,SUCCESS,86,0,2.015,
1780678516.795397,SUCCESS,87,0,0.0,
1780678516.795397,SUCCESS,88,0,0.0,
1780678516.795397,SUCCESS,89,0,2.017,
1780678516.7974138,SUCCESS,90,0,0.0,
1780678516.7974138,SUCCESS,91,0,2.215,
1780678516.7996292,SUCCESS,92,0,0.556,
1780678516.8001857,SUCCESS,93,0,0.761,
1780678516.800947,SUCCESS,94,0,0.0,
1780678516.800947,SUCCESS,95,0,0.0,
1780678516.800947,SUCCESS,96,0,0.0,
1780678516.800947,SUCCESS,97,0,0.0,
