timestamp,event,seq,retries,rtt_ms,note
1780678533.5956368,TIMEOUT,0,1,,timeout deneme 1
1780678534.6105459,SUCCESS,0,1,0.962,
1780678534.611508,SUCCESS,1,0,0.0,
1780678534.611508,SUCCESS,2,0,0.0,
1780678534.611508,TIMEOUT,3,1,,timeout deneme 1
1780678535.6133385,SUCCESS,3,1,0.0,
1780678535.6133385,TIMEOUT,4,1,,timeout deneme 1
1780678536.6275032,TIMEOUT,4,2,,timeout deneme 2
1780678537.637046,SUCCESS,4,2,0.755,
1780678537.6378012,SUCCESS,5,0,0.0,
1780678537.6378012,SUCCESS,6,0,0.0,
1780678537.6378012,SUCCESS,7,0,0.0,
1780678537.6378012,TIMEOUT,8,1,,timeout deneme 1
1780678538.6465564,SUCCESS,8,1,0.0,
1780678538.6465564,SUCCESS,9,0,0.0,
1780678538.6465564,SUCCESS,10,0,2.013,
1780678538.6485693,SUCCESS,11,0,0.0,
1780678538.6485693,SUCCESS,12,0,0.0,
1780678538.6485693,SUCCESS,13,0,0.0,
1780678538.6485693,SUCCESS,14,0,0.0,
1780678538.6485693,TIMEOUT,15,1,,timeout deneme 1
1780678539.6558816,SUCCESS,15,1,0.0,
1780678539.6558816,SUCCESS,16,0,0.0,
1780678539.6574557,SUCCESS,17,0,0.0,
1780678539.6574557,SUCCESS,18,0,0.0,
1780678539.6574557,SUCCESS,19,0,0.0,
1780678539.6574557,SUCCESS,20,0,0.0,
1780678539.6574557,SUCCESS,21,0,0.0,
1780678539.6574557,SUCCESS,22,0,0.0,
1780678539.6574557,SUCCESS,23,0,0.0,
1780678539.6574557,SUCCESS,24,0,0.0,
1780678539.6574557,SUCCESS,25,0,0.0,
1780678539.6574557,SUCCESS,26,0,0.0,
1780678539.662754,SUCCESS,27,0,0.0,
1780678539.662754,SUCCESS,28,0,0.0,
1780678539.662754,SUCCESS,29,0,0.0,
1780678539.662754,SUCCESS,30,0,0.0,
1780678539.662754,SUCCESS,31,0,2.018,
1780678539.6647725,SUCCESS,32,0,0.0,
1780678539.6647725,TIMEOUT,33,1,,timeout deneme 1
1780678540.6803443,TIMEOUT,33,2,,timeout deneme 2
1780678541.6883602,SUCCESS,33,2,0.804,
1780678541.6891644,SUCCESS,34,0,0.0,
1780678541.6891644,SUCCESS,35,0,0.0,
1780678541.6891644,SUCCESS,36,0,0.0,
1780678541.6891644,SUCCESS,37,0,0.0,
1780678541.6891644,SUCCESS,38,0,0.0,
1780678541.6891644,TIMEOUT,39,1,,timeout deneme 1
1780678542.6972558,SUCCESS,39,1,0.0,
1780678542.6972558,SUCCESS,40,0,1.263,
1780678542.6985188,SUCCESS,41,0,0.0,
1780678542.6994889,SUCCESS,42,0,0.0,
1780678542.6994889,SUCCESS,43,0,0.0,
1780678542.6994889,SUCCESS,44,0,0.0,
1780678542.6994889,TIMEOUT,45,1,,timeout deneme 1
1780678543.7130742,SUCCESS,45,1,0.0,
1780678543.7130742,TIMEOUT,46,1,,timeout deneme 1
1780678544.7281573,SUCCESS,46,1,0.0,
1780678544.729061,SUCCESS,47,0,0.0,
1780678544.729061,SUCCESS,48,0,0.0,
