timestamp,event,seq,retries,rtt_ms,note
1780678519.5249362,SUCCESS,0,0,0.0,
1780678519.5249362,SUCCESS,1,0,0.0,
1780678519.5249362,SUCCESS,2,0,0.0,
1780678519.5249362,SUCCESS,3,0,0.0,
1780678519.5249362,SUCCESS,4,0,0.0,
1780678519.5249362,SUCCESS,5,0,0.0,
1780678519.5249362,SUCCESS,6,0,0.0,
1780678519.5249362,SUCCESS,7,0,0.0,
1780678519.5249362,SUCCESS,8,0,0.0,
1780678519.5249362,SUCCESS,9,0,0.0,
1780678519.5249362,SUCCESS,10,0,0.0,
1780678519.5330782,SUCCESS,11,0,0.0,
1780678519.5330782,SUCCESS,12,0,0.0,
1780678519.5330782,SUCCESS,13,0,0.0,
1780678519.5330782,SUCCESS,14,0,0.0,
1780678519.5345626,SUCCESS,15,0,0.0,
1780678519.5345626,SUCCESS,16,0,0.0,
1780678519.5345626,SUCCESS,17,0,0.0,
1780678519.5345626,SUCCESS,18,0,0.0,
1780678519.5345626,SUCCESS,19,0,0.0,
1780678519.5345626,SUCCESS,20,0,0.0,
1780678519.5345626,SUCCESS,21,0,0.0,
1780678519.5345626,SUCCESS,22,0,0.0,
1780678519.5345626,SUCCESS,23,0,0.0,
1780678519.5345626,SUCCESS,24,0,0.0,
1780678519.5345626,SUCCESS,25,0,0.0,
1780678519.5345626,SUCCESS,26,0,0.0,
1780678519.5345626,SUCCESS,27,0,0.0,
1780678519.5345626,SUCCESS,28,0,0.0,
1780678519.5345626,SUCCESS,29,0,0.0,
1780678519.5394216,SUCCESS,30,0,0.0,
1780678519.5394216,SUCCESS,31,0,0.0,
1780678519.5394216,SUCCESS,32,0,0.0,
1780678519.5411665,SUCCESS,33,0,0.85,
1780678519.5420165,SUCCESS,34,0,1.136,
1780678519.5436778,SUCCESS,35,0,0.0,
1780678519.544443,SUCCESS,36,0,0.0,
1780678519.544443,SUCCESS,37,0,0.0,
1780678519.544443,SUCCESS,38,0,0.0,
1780678519.544443,SUCCESS,39,0,0.0,
1780678519.544443,SUCCESS,40,0,2.476,
1780678519.546919,SUCCESS,41,0,0.0,
1780678519.546919,SUCCESS,42,0,0.0,
1780678519.546919,SUCCESS,43,0,0.0,
1780678519.546919,SUCCESS,44,0,0.0,
1780678519.546919,SUCCESS,45,0,0.0,
1780678519.546919,SUCCESS,46,0,0.0,
1780678519.546919,SUCCESS,47,0,0.0,
1780678519.546919,SUCCESS,48,0,0.0,
