timestamp,event,seq,retries,rtt_ms,note
1780678554.4452693,TIMEOUT,0,1,,timeout deneme 1
1780678554.9585881,SUCCESS,0,1,1.127,
1780678554.9597151,TIMEOUT,1,1,,timeout deneme 1
1780678555.4730022,SUCCESS,1,1,0.0,
1780678555.4740822,SUCCESS,2,0,0.0,
1780678555.4740822,SUCCESS,3,0,0.0,
1780678555.4740822,SUCCESS,4,0,0.0,
1780678555.4740822,SUCCESS,5,0,0.0,
1780678555.4740822,TIMEOUT,6,1,,timeout deneme 1
1780678555.9786985,SUCCESS,6,1,1.273,
1780678555.9799714,SUCCESS,7,0,0.0,
1780678555.9808276,SUCCESS,8,0,0.0,
1780678555.9808276,SUCCESS,9,0,0.0,
1780678555.9808276,TIMEOUT,10,1,,timeout deneme 1
1780678556.4874272,SUCCESS,10,1,0.0,
1780678556.4874272,SUCCESS,11,0,1.593,
1780678556.4890203,SUCCESS,12,0,0.0,
1780678556.4890203,SUCCESS,13,0,0.0,
1780678556.4890203,SUCCESS,14,0,0.0,
1780678556.4890203,SUCCESS,15,0,0.0,
1780678556.4890203,SUCCESS,16,0,0.0,
1780678556.4890203,TIMEOUT,17,1,,timeout deneme 1
1780678556.9905343,SUCCESS,17,1,0.835,
1780678556.9913695,SUCCESS,18,0,0.0,
1780678556.9913695,SUCCESS,19,0,0.0,
1780678556.9913695,SUCCESS,20,0,0.0,
1780678556.9913695,TIMEOUT,21,1,,timeout deneme 1
1780678557.5019963,SUCCESS,21,1,1.204,
1780678557.5032,SUCCESS,22,0,0.0,
1780678557.5032,SUCCESS,23,0,1.014,
1780678557.5042145,TIMEOUT,24,1,,timeout deneme 1
1780678558.0184028,SUCCESS,24,1,0.0,
1780678558.0195491,SUCCESS,25,0,0.0,
1780678558.0201802,SUCCESS,26,0,0.0,
1780678558.0201802,SUCCESS,27,0,0.0,
1780678558.0209649,SUCCESS,28,0,0.0,
1780678558.0209649,SUCCESS,29,0,0.0,
1780678558.0209649,SUCCESS,30,0,0.0,
1780678558.0209649,SUCCESS,31,0,0.0,
1780678558.0209649,SUCCESS,32,0,0.0,
1780678558.0209649,SUCCESS,33,0,0.0,
1780678558.0209649,TIMEOUT,34,1,,timeout deneme 1
1780678558.53691,SUCCESS,34,1,0.0,
1780678558.53691,SUCCESS,35,0,0.0,
1780678558.53691,SUCCESS,36,0,0.0,
1780678558.53691,SUCCESS,37,0,0.0,
1780678558.53691,SUCCESS,38,0,0.0,
1780678558.53691,SUCCESS,39,0,0.0,
1780678558.53691,TIMEOUT,40,1,,timeout deneme 1
1780678559.0378566,SUCCESS,40,1,0.0,
1780678559.0378566,TIMEOUT,41,1,,timeout deneme 1
1780678559.5544899,SUCCESS,41,1,0.0,
1780678559.5553412,SUCCESS,42,0,0.0,
1780678559.5553412,SUCCESS,43,0,0.0,
1780678559.5553412,SUCCESS,44,0,0.0,
1780678559.5553412,SUCCESS,45,0,0.0,
1780678559.5553412,SUCCESS,46,0,0.0,
1780678559.5553412,TIMEOUT,47,1,,timeout deneme 1
1780678560.0618105,TIMEOUT,47,2,,timeout deneme 2
1780678560.5620677,SUCCESS,47,2,0.459,
1780678560.5625272,SUCCESS,48,0,0.0,
