timestamp,event,seq,retries,rtt_ms,note
1780678528.3316512,SUCCESS,0,0,0.0,
1780678528.3316512,TIMEOUT,1,1,,timeout deneme 1
1780678528.8415606,SUCCESS,1,1,0.0,
1780678528.8429322,SUCCESS,2,0,0.0,
1780678528.8429322,SUCCESS,3,0,0.0,
1780678528.8429322,SUCCESS,4,0,0.0,
1780678528.8429322,SUCCESS,5,0,0.0,
1780678528.8429322,SUCCESS,6,0,0.0,
1780678528.8429322,SUCCESS,7,0,0.0,
1780678528.8429322,SUCCESS,8,0,0.0,
1780678528.8429322,SUCCESS,9,0,0.0,
1780678528.8429322,SUCCESS,10,0,0.0,
1780678528.8429322,TIMEOUT,11,1,,timeout deneme 1
1780678529.3471167,SUCCESS,11,1,0.0,
1780678529.3485417,SUCCESS,12,0,0.0,
1780678529.3485417,SUCCESS,13,0,0.0,
1780678529.3485417,SUCCESS,14,0,0.0,
1780678529.3485417,SUCCESS,15,0,0.0,
1780678529.3485417,SUCCESS,16,0,0.0,
1780678529.3485417,SUCCESS,17,0,0.0,
1780678529.3485417,SUCCESS,18,0,0.0,
1780678529.3485417,TIMEOUT,19,1,,timeout deneme 1
1780678529.857305,SUCCESS,19,1,1.32,
1780678529.8586252,SUCCESS,20,0,0.0,
1780678529.8586252,SUCCESS,21,0,0.0,
1780678529.8586252,SUCCESS,22,0,0.0,
1780678529.8586252,SUCCESS,23,0,0.0,
1780678529.8586252,SUCCESS,24,0,0.0,
1780678529.8586252,SUCCESS,25,0,0.0,
1780678529.8586252,TIMEOUT,26,1,,timeout deneme 1
1780678530.35979,SUCCESS,26,1,0.0,
1780678530.35979,SUCCESS,27,0,0.0,
1780678530.35979,SUCCESS,28,0,1.641,
1780678530.361431,SUCCESS,29,0,0.0,
1780678530.361431,SUCCESS,30,0,0.0,
1780678530.361431,SUCCESS,31,0,0.0,
1780678530.361431,SUCCESS,32,0,0.0,
1780678530.361431,SUCCESS,33,0,0.0,
1780678530.361431,SUCCESS,34,0,0.0,
1780678530.361431,SUCCESS,35,0,0.0,
1780678530.361431,SUCCESS,36,0,0.0,
1780678530.361431,SUCCESS,37,0,0.0,
1780678530.361431,SUCCESS,38,0,0.0,
1780678530.361431,SUCCESS,39,0,6.059,
1780678530.3674896,SUCCESS,40,0,0.0,
1780678530.3674896,SUCCESS,41,0,1.128,
1780678530.3686175,SUCCESS,42,0,0.0,
1780678530.3686175,SUCCESS,43,0,0.0,
1780678530.3686175,SUCCESS,44,0,0.0,
1780678530.3686175,SUCCESS,45,0,0.0,
1780678530.3686175,SUCCESS,46,0,0.0,
1780678530.3686175,TIMEOUT,47,1,,timeout deneme 1
1780678530.883029,SUCCESS,47,1,0.517,
1780678530.8835456,SUCCESS,48,0,0.894,
