timestamp,event,seq,retries,rtt_ms,note
1780678568.78671,SUCCESS,0,0,2.624,
1780678568.789334,SUCCESS,1,0,0.0,
1780678568.789334,SUCCESS,2,0,0.862,
1780678568.7901957,SUCCESS,3,0,0.0,
1780678568.7901957,SUCCESS,4,0,0.0,
1780678568.7901957,SUCCESS,5,0,0.0,
1780678568.7901957,SUCCESS,6,0,0.0,
1780678568.7901957,SUCCESS,7,0,0.0,
1780678568.7901957,SUCCESS,8,0,0.0,
1780678568.7901957,SUCCESS,9,0,0.0,
1780678568.7901957,SUCCESS,10,0,0.0,
1780678568.7901957,SUCCESS,11,0,0.0,
1780678568.7901957,SUCCESS,12,0,0.0,
1780678568.7901957,SUCCESS,13,0,0.0,
1780678568.7901957,SUCCESS,14,0,0.0,
1780678568.7901957,SUCCESS,15,0,0.0,
1780678568.7901957,SUCCESS,16,0,0.0,
1780678568.7901957,SUCCESS,17,0,0.0,
1780678568.7901957,SUCCESS,18,0,0.0,
1780678568.7901957,SUCCESS,19,0,0.0,
1780678568.7901957,SUCCESS,20,0,0.0,
1780678568.7901957,SUCCESS,21,0,0.0,
1780678568.7901957,SUCCESS,22,0,0.0,
1780678568.7901957,SUCCESS,23,0,0.0,
1780678568.7901957,SUCCESS,24,0,0.0,
1780678568.7901957,SUCCESS,25,0,0.0,
1780678568.7901957,SUCCESS,26,0,7.166,
1780678568.797362,SUCCESS,27,0,0.0,
1780678568.797362,SUCCESS,28,0,0.0,
1780678568.797362,SUCCESS,29,0,0.0,
1780678568.797362,SUCCESS,30,0,0.0,
1780678568.797362,SUCCESS,31,0,0.0,
1780678568.797362,SUCCESS,32,0,0.0,
1780678568.797362,SUCCESS,33,0,0.0,
1780678568.797362,SUCCESS,34,0,0.0,
1780678568.797362,SUCCESS,35,0,0.0,
1780678568.797362,SUCCESS,36,0,0.0,
1780678568.797362,SUCCESS,37,0,0.0,
1780678568.797362,SUCCESS,38,0,0.0,
1780678568.797362,SUCCESS,39,0,0.0,
1780678568.797362,SUCCESS,40,0,0.0,
1780678568.797362,SUCCESS,41,0,0.0,
1780678568.797362,SUCCESS,42,0,0.0,
1780678568.797362,SUCCESS,43,0,0.0,
1780678568.797362,SUCCESS,44,0,0.0,
1780678568.797362,SUCCESS,45,0,0.0,
1780678568.797362,SUCCESS,46,0,0.0,
1780678568.797362,SUCCESS,47,0,0.0,
1780678568.797362,SUCCESS,48,0,0.0,
1780678568.797362,SUCCESS,49,0,0.0,
1780678568.797362,SUCCESS,50,0,0.0,
1780678568.797362,SUCCESS,51,0,8.075,
1780678568.8054366,SUCCESS,52,0,0.0,
1780678568.8054366,SUCCESS,53,0,0.0,
1780678568.8054366,SUCCESS,54,0,0.0,
1780678568.8054366,SUCCESS,55,0,0.0,
1780678568.8054366,SUCCESS,56,0,0.0,
1780678568.8054366,SUCCESS,57,0,0.0,
1780678568.8054366,SUCCESS,58,0,0.0,
1780678568.8054366,SUCCESS,59,0,0.0,
1780678568.8054366,SUCCESS,60,0,0.0,
