timestamp,event,seq,retries,rtt_ms,note
1780678566.0457468,SUCCESS,0,0,0.0,
1780678566.0457468,SUCCESS,1,0,0.0,
1780678566.0457468,SUCCESS,2,0,0.0,
1780678566.0457468,SUCCESS,3,0,0.0,
1780678566.0457468,SUCCESS,4,0,0.0,
1780678566.0457468,SUCCESS,5,0,0.0,
1780678566.0457468,SUCCESS,6,0,0.0,
1780678566.0457468,SUCCESS,7,0,0.0,
1780678566.0457468,SUCCESS,8,0,6.127,
1780678566.0518737,SUCCESS,9,0,0.0,
1780678566.0518737,SUCCESS,10,0,0.0,
1780678566.0518737,SUCCESS,11,0,0.873,
1780678566.052747,SUCCESS,12,0,0.0,
1780678566.0534244,SUCCESS,13,0,0.0,
1780678566.0534244,SUCCESS,14,0,0.0,
1780678566.0534244,SUCCESS,15,0,0.0,
1780678566.0534244,SUCCESS,16,0,0.0,
1780678566.0534244,SUCCESS,17,0,0.0,
1780678566.0534244,SUCCESS,18,0,0.0,
1780678566.0534244,SUCCESS,19,0,0.0,
1780678566.0534244,SUCCESS,20,0,0.0,
1780678566.0534244,SUCCESS,21,0,0.0,
1780678566.0534244,SUCCESS,22,0,0.0,
1780678566.0534244,SUCCESS,23,0,0.0,
1780678566.0534244,SUCCESS,24,0,0.0,
1780678566.0534244,SUCCESS,25,0,0.0,
1780678566.0534244,SUCCESS,26,0,0.0,
1780678566.0584915,SUCCESS,27,0,0.0,
1780678566.0584915,SUCCESS,28,0,0.0,
1780678566.0584915,SUCCESS,29,0,0.0,
1780678566.0602217,SUCCESS,30,0,0.0,
1780678566.0602217,SUCCESS,31,0,0.0,
1780678566.0602217,SUCCESS,32,0,0.0,
1780678566.0602217,SUCCESS,33,0,2.018,
1780678566.0622396,SUCCESS,34,0,0.0,
1780678566.0622396,SUCCESS,35,0,0.0,
1780678566.0622396,SUCCESS,36,0,2.013,
1780678566.0642529,SUCCESS,37,0,0.0,
1780678566.0642529,SUCCESS,38,0,0.0,
1780678566.0642529,SUCCESS,39,0,0.0,
1780678566.0642529,SUCCESS,40,0,0.0,
1780678566.0662644,SUCCESS,41,0,0.0,
1780678566.068278,SUCCESS,42,0,0.0,
1780678566.0696824,SUCCESS,43,0,0.0,
1780678566.0696824,SUCCESS,44,0,0.0,
1780678566.0696824,SUCCESS,45,0,0.0,
1780678566.0696824,SUCCESS,46,0,0.0,
1780678566.0696824,SUCCESS,47,0,0.0,
1780678566.0696824,SUCCESS,48,0,0.0,
1780678566.0696824,SUCCESS,49,0,0.0,
