timestamp,event,seq,retries,rtt_ms,note
1780678547.4458864,SUCCESS,0,0,0.0,
1780678547.4458864,SUCCESS,1,0,0.0,
1780678547.4458864,SUCCESS,2,0,0.0,
1780678547.4458864,SUCCESS,3,0,0.0,
1780678547.4458864,SUCCESS,4,0,0.0,
1780678547.4458864,SUCCESS,5,0,0.0,
1780678547.4458864,SUCCESS,6,0,0.0,
1780678547.4458864,SUCCESS,7,0,0.0,
1780678547.4458864,SUCCESS,8,0,8.04,
1780678547.4539268,SUCCESS,9,0,0.0,
1780678547.4539268,SUCCESS,10,0,0.0,
1780678547.4539268,SUCCESS,11,0,0.0,
1780678547.4552197,SUCCESS,12,0,0.0,
1780678547.455786,SUCCESS,13,0,0.0,
1780678547.455786,SUCCESS,14,0,0.0,
1780678547.455786,SUCCESS,15,0,0.0,
1780678547.455786,SUCCESS,16,0,0.0,
1780678547.455786,SUCCESS,17,0,0.0,
1780678547.455786,SUCCESS,18,0,2.009,
1780678547.4577951,SUCCESS,19,0,0.328,
1780678547.4581234,SUCCESS,20,0,0.0,
1780678547.4581234,SUCCESS,21,0,0.431,
1780678547.4585543,SUCCESS,22,0,0.0,
1780678547.459188,SUCCESS,23,0,0.442,
1780678547.45963,SUCCESS,24,0,0.0,
1780678547.4606485,SUCCESS,25,0,0.0,
1780678547.4606485,SUCCESS,26,0,0.0,
1780678547.4606485,SUCCESS,27,0,1.774,
1780678547.4624228,SUCCESS,28,0,0.0,
1780678547.4624228,SUCCESS,29,0,0.0,
1780678547.4624228,SUCCESS,30,0,1.852,
1780678547.4642746,SUCCESS,31,0,0.0,
1780678547.4642746,SUCCESS,32,0,0.0,
1780678547.4642746,SUCCESS,33,0,0.0,
1780678547.4642746,SUCCESS,34,0,0.0,
1780678547.4642746,SUCCESS,35,0,0.0,
1780678547.4642746,SUCCESS,36,0,2.01,
1780678547.4662845,SUCCESS,37,0,0.0,
1780678547.4662845,SUCCESS,38,0,0.0,
1780678547.4683235,SUCCESS,39,0,0.455,
1780678547.4687788,SUCCESS,40,0,0.841,
1780678547.4696198,SUCCESS,41,0,0.0,
1780678547.4706364,SUCCESS,42,0,0.0,
1780678547.4706364,SUCCESS,43,0,0.0,
1780678547.4706364,SUCCESS,44,0,1.097,
1780678547.4717336,SUCCESS,45,0,0.0,
1780678547.4717336,SUCCESS,46,0,0.0,
1780678547.4717336,SUCCESS,47,0,0.0,
1780678547.4717336,SUCCESS,48,0,0.0,
